x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,x21,y21,z21,x22,y22,z22,x23,y23,z23,x24,y24,z24,x25,y25,z25,x26,y26,z26,x27,y27,z27,x28,y28,z28,x29,y29,z29,x30,y30,z30,x31,y31,z31,x32,y32,z32,x33,y33,z33,x34,y34,z34,x35,y35,z35,x36,y36,z36,x37,y37,z37,x38,y38,z38,x39,y39,z39,x40,y40,z40,x41,y41,z41
0.009287004359066486,-0.03719877451658249,0.05773800611495972,0.023062491789460182,-0.026458870619535446,0.025300316512584686,0.022349579259753227,-0.009914982132613659,0.015359708108007908,0.02453591302037239,0.00338133261539042,-0.003585344646126032,0.03423052653670311,0.015430907718837261,-0.012908068485558033,0.004966035485267639,-0.003012111410498619,-0.014346446841955185,0.007033264264464378,0.005002930294722319,-0.01644342765212059,0.021751539781689644,0.016606822609901428,5.245756256044842e-06,0.03305511176586151,0.02016124129295349,0.021763132885098457,0.00017456529894843698,-0.0012612518621608615,-0.004208824131637812,-0.00031483930069953203,0.009551716037094593,-0.002226119628176093,0.011828322894871235,0.022104086354374886,0.014239457435905933,0.027072669938206673,0.0251105185598135,0.035968247801065445,-0.00269502867013216,0.0014122086577117443,0.009390679188072681,-0.0022405763156712055,0.004475290421396494,0.01163648534566164,0.002857048064470291,0.014764988794922829,0.030840454623103142,0.014255300164222717,0.019201306626200676,0.04468892887234688,-0.0012470720103010535,-0.0004067090339958668,0.031191140413284302,0.0003419816493988037,0.0036856704391539097,0.029402317479252815,0.004058870021253824,0.012572450563311577,0.03906204551458359,0.016261519864201546,0.01519430335611105,0.04251566156744957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.009710653685033321,-0.05682165548205376,0.05424919351935387,0.029397442936897278,-0.039654623717069626,0.018954362720251083,0.032775841653347015,-0.02165791019797325,0.011818589642643929,0.04080209881067276,0.0023477571085095406,-0.002993333851918578,0.04901285842061043,0.021588750183582306,-0.013034437783062458,0.013055884279310703,-0.0036970588844269514,-0.019274072721600533,0.01766286976635456,0.013059447519481182,-0.019691890105605125,0.03087019920349121,0.02937275543808937,-0.003833996132016182,0.04664338007569313,0.035014841705560684,0.015594103373587132,0.0014062050031498075,-0.0010806386126205325,-0.003693533595651388,0.0019626582507044077,0.01865534670650959,-0.0008868387085385621,0.017654763534665108,0.03310885280370712,0.015310604125261307,0.034250855445861816,0.04208027198910713,0.03788857161998749,-0.008282591588795185,0.002922931220382452,0.012584107927978039,-0.005141442641615868,0.012016570195555687,0.017702123150229454,0.005504933651536703,0.026752591133117676,0.03484101593494415,0.018389977514743805,0.0323248952627182,0.050970982760190964,-0.00968362670391798,-0.00035552075132727623,0.03600694611668587,-0.006956760305911303,0.006182616110891104,0.03816552832722664,0.002188272774219513,0.017731554806232452,0.04637312516570091,0.01541318092495203,0.021840093657374382,0.04833941161632538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.007374459877610207,-0.05141675844788551,0.05535255745053291,0.026373397558927536,-0.03691953420639038,0.020078584551811218,0.03090793266892433,-0.019015535712242126,0.011413630098104477,0.0383584164083004,0.0013396353460848331,-0.005739608779549599,0.04784749448299408,0.019597526639699936,-0.014908253215253353,0.010282289236783981,-0.004268811549991369,-0.020155176520347595,0.014947476796805859,0.010935730300843716,-0.02148786373436451,0.027417175471782684,0.027967313304543495,-0.004335547797381878,0.04239150136709213,0.03403496369719505,0.012506099417805672,0.0010617824736982584,-0.001193515956401825,-0.004214318003505468,0.00154382293112576,0.016707200556993484,-0.0022113132290542126,0.01662611961364746,0.03139006346464157,0.013591180555522442,0.03135670721530914,0.03884214535355568,0.03430429473519325,-0.00706026516854763,0.003714335849508643,0.013295541517436504,-0.004562418907880783,0.011084618046879768,0.016900701448321342,0.00482183787971735,0.025931240990757942,0.032879963517189026,0.018984680995345116,0.033425115048885345,0.050517093390226364,-0.007564317435026169,0.001857385621406138,0.03737003356218338,-0.004619252402335405,0.007691951934248209,0.03805756941437721,0.002245889278128743,0.020667996257543564,0.04708649218082428,0.014338472858071327,0.02611456997692585,0.05057642236351967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.008681274950504303,-0.03779440373182297,0.059471454471349716,0.024479050189256668,-0.024067441001534462,0.02396092191338539,0.026424793526530266,-0.010364246554672718,0.013861376792192459,0.03084932081401348,0.001476377947255969,-0.00325857475399971,0.041708413511514664,0.016433943063020706,-0.013227780349552631,0.005596191622316837,-0.006830533035099506,-0.019524648785591125,0.007202901411801577,0.001663924427703023,-0.02040798030793667,0.015493716113269329,0.023166555911302567,-0.006561615504324436,0.025398457422852516,0.03861521929502487,0.007531759329140186,-1.5511177480220795e-06,-0.002581588225439191,-0.004415889736264944,-0.00018615444423630834,0.007383274845778942,-0.0007731195655651391,0.012923965230584145,0.020135382190346718,0.01515308115631342,0.02442338317632675,0.025964148342609406,0.03494380787014961,-0.004221930168569088,0.004585382994264364,0.012766405940055847,-0.0021519735455513,0.005577815230935812,0.0160936638712883,0.003977774642407894,0.017012441530823708,0.03426621854305267,0.014465400017797947,0.022601565346121788,0.05309965834021568,-0.0013892538845539093,0.006083377171307802,0.03592386096715927,0.0003039682051166892,0.007381354924291372,0.03748707473278046,0.006472797133028507,0.015360929071903229,0.047669488936662674,0.014267126098275185,0.019277924671769142,0.05440804734826088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.007451499812304974,-0.039922650903463364,0.061813835054636,0.022146428003907204,-0.0248869601637125,0.02782614715397358,0.023516952991485596,-0.012119362130761147,0.013741875067353249,0.027062613517045975,-0.0020545865409076214,-0.005518496967852116,0.035424187779426575,0.013828729279339314,-0.014396511018276215,0.004914879333227873,-0.00986244436353445,-0.01999692991375923,0.006442093290388584,-0.0026557971723377705,-0.023249121382832527,0.01120008621364832,0.022541724145412445,-0.014286134392023087,0.016183238476514816,0.04615964740514755,-0.009893199428915977,8.935533696785569e-05,-0.0034788858611136675,-0.00453288946300745,0.01043933629989624,0.002019281731918454,-0.002809639787301421,0.024179305881261826,0.005733187776058912,0.014165363274514675,0.029402535408735275,0.005312272347509861,0.033050745725631714,-0.0025839274749159813,0.006474084220826626,0.012834794819355011,0.008875311352312565,0.004112090449780226,0.014986447058618069,0.015064811334013939,0.005679972469806671,0.03351001441478729,0.019633682444691658,0.0029391187708824873,0.04893378168344498,-0.0005079767433926463,0.009762483648955822,0.036108337342739105,0.007272913120687008,0.011178701184689999,0.036569803953170776,0.014447854831814766,0.012301262468099594,0.046328429132699966,0.0170892421156168,0.010609451681375504,0.05030211806297302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.004222000949084759,-0.04118247702717781,0.054629452526569366,0.019909337162971497,-0.027584988623857498,0.02840949222445488,0.021597400307655334,-0.013198941014707088,0.014659442938864231,0.02805943414568901,-0.0037607229314744473,-0.0028836349956691265,0.03535297140479088,0.01245594210922718,-0.014762112870812416,0.004097004421055317,-0.008048007264733315,-0.013595600612461567,0.004656042438000441,-0.001652341801673174,-0.01886173151433468,0.007886437699198723,0.023504912853240967,-0.012831272557377815,0.012025067582726479,0.05034714564681053,-0.015467734076082706,0.0004024066438432783,-0.0023486085701733828,-0.0022122026421129704,0.013902920298278332,-0.0016263066790997982,-0.003212813287973404,0.027254492044448853,-0.0012015821412205696,0.012578279711306095,0.027964603155851364,-0.0010511740110814571,0.026619719341397285,-0.0008197986171580851,0.005626258905977011,0.00832961592823267,0.013572889380156994,-0.000545423710718751,0.008946344256401062,0.019280556589365005,-0.00111410953104496,0.02489757351577282,0.021087458357214928,-0.002838884014636278,0.038789838552474976,0.0020256112329661846,0.007714713923633099,0.025806616991758347,0.011664819903671741,0.007066565565764904,0.026593932881951332,0.018913522362709045,0.005864371545612812,0.03685100004076958,0.01889606937766075,0.0071254512295126915,0.04002339765429497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.003465753048658371,-0.05645746737718582,0.059201497584581375,0.025428269058465958,-0.041179463267326355,0.034600548446178436,0.033211600035429,-0.020673230290412903,0.01724150776863098,0.04136038199067116,-0.002174539491534233,-0.004963373299688101,0.04412667825818062,0.01866847649216652,-0.024090291932225227,0.014201270416378975,-0.006135853473097086,-0.012410243041813374,0.00990061555057764,0.0115332817658782,-0.018942486494779587,0.00948408618569374,0.03318757563829422,-0.012488127686083317,0.011770900338888168,0.056035131216049194,-0.009935233741998672,0.001488282112404704,-0.0010712762596085668,-0.002707758219912648,0.01239739079028368,0.01544276811182499,-0.0014687920920550823,0.02593288943171501,0.014949146658182144,0.016461040824651718,0.03140857443213463,0.013114778324961662,0.03636162355542183,-0.007357916794717312,0.004554017446935177,0.007652104366570711,0.005503390915691853,0.012012701481580734,0.011260404251515865,0.015405351296067238,0.011785965412855148,0.02888362854719162,0.019204318523406982,0.006421239115297794,0.04564661532640457,-0.009704736061394215,0.0036020067054778337,0.026692453771829605,0.000708308769389987,0.012117131613194942,0.027650190517306328,0.012623826041817665,0.013173559680581093,0.04136732593178749,0.014903533272445202,0.011947212740778923,0.04748441278934479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0036151274107396603,-0.05308573693037033,0.0606633685529232,0.025548024103045464,-0.037571173161268234,0.03358031436800957,0.03149103373289108,-0.017710642889142036,0.01809421367943287,0.04178569093346596,-0.0015367830637842417,0.0007579573430120945,0.04191131144762039,0.01818852499127388,-0.013029124587774277,0.012081914581358433,-0.006329472176730633,-0.013346351683139801,0.00918173510581255,0.00891049113124609,-0.017309904098510742,0.010849617421627045,0.031121956184506416,-0.007371786516159773,0.01192743144929409,0.05093487352132797,-0.0027497548144310713,0.000887385627720505,-0.0010219404939562082,-0.0031519068870693445,0.011593813076615334,0.01133650355041027,5.09358687850181e-05,0.023315556347370148,0.0118247140198946,0.019966207444667816,0.028292546048760414,0.011058298870921135,0.038873907178640366,-0.006320941727608442,0.003760091494768858,0.008919242769479752,0.0069346679374575615,0.008988453075289726,0.013549325056374073,0.01284292433410883,0.008568651974201202,0.0324133038520813,0.01713019795715809,0.0039343093521893024,0.04960515722632408,-0.00700004119426012,0.004931312054395676,0.02740454487502575,0.0017517168307676911,0.008699271827936172,0.030996710062026978,0.01065449882298708,0.008271590806543827,0.045840635895729065,0.012162620201706886,0.00811730232089758,0.0524272695183754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0006945214699953794,-0.04409252107143402,0.06818705052137375,0.02193109691143036,-0.0322471559047699,0.04446108639240265,0.027280963957309723,-0.00945131853222847,0.029143773019313812,0.030938709154725075,0.005711083300411701,0.008068189024925232,0.034802183508872986,0.029277224093675613,-0.00731844175606966,0.012196771800518036,-0.003964834380894899,-0.008637653663754463,0.009166003204882145,0.00869002379477024,-0.016189346089959145,0.008006039075553417,0.02944595366716385,-0.005701739806681871,0.00773025956004858,0.05066877231001854,0.0017934860661625862,0.0008516722591593862,-0.0015378467505797744,-0.002716686809435487,0.007821977138519287,0.012832255102694035,-0.0023884179536253214,0.01764126867055893,0.013815355487167835,0.01700413227081299,0.02008827030658722,0.012274504639208317,0.03549923747777939,-0.006404045969247818,0.0035349824465811253,0.0052833701483905315,0.001285492442548275,0.007939091883599758,0.006527088116854429,0.007311767898499966,0.009264535270631313,0.026484964415431023,0.010072695091366768,0.007018423173576593,0.045091740787029266,-0.009128686971962452,0.003689443925395608,0.02150396816432476,-0.004044394474476576,0.00866266805678606,0.022353626787662506,0.004044886212795973,0.012105290777981281,0.037615712732076645,0.005232201889157295,0.010914248414337635,0.04432153329253197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
